CustomerID,Tenure,MonthlyCharges,TotalCharges,Usage,Complaints,ContractType,PaymentMethod,CustomerServiceCalls,Age,Churn
1026,23,24.997902865967873,638.6742961471554,177.50763306812334,4,Month-to-Month,Electronic,5,46,1
1027,19,104.36496640518237,1578.2817362429637,240.9500835549887,7,Month-to-Month,Mailed Check,6,43,0
1028,19,118.11925291641158,4488.841602096397,251.5667773741599,0,One Year,Credit Card,4,57,1
1029,36,99.31428739967394,2401.7524754181813,157.96791119281838,6,Two Year,Mailed Check,0,20,1
1030,29,105.3784921704667,3397.4187804002686,364.620124548784,3,One Year,Bank Transfer,2,19,0
1031,60,44.19771303170454,3077.248354742789,437.37353674448735,5,One Year,Bank Transfer,2,42,0
1032,2,116.06269755131997,7019.648907499167,469.3596509889315,1,Month-to-Month,Electronic,3,36,1
1033,1,39.69257044534284,7251.8620921830725,402.54668839976307,5,Month-to-Month,Mailed Check,9,57,1
1034,47,115.14298103618323,3994.360076081294,425.2900986532997,2,One Year,Credit Card,5,19,1
1035,69,119.4819293965951,2708.232007493275,275.27265030999774,6,Month-to-Month,Credit Card,4,36,1
1036,20,91.17228057460487,943.7255616186727,412.9441132134073,4,Month-to-Month,Bank Transfer,0,18,1
1037,11,118.1143731791822,7631.8827471185505,151.75195457397612,1,One Year,Credit Card,5,44,1
1038,2,76.95397795671036,575.7928647123499,199.2393810546072,4,Month-to-Month,Bank Transfer,8,71,1
1039,67,45.954178317609035,2451.4371927894153,158.45650690927215,0,Month-to-Month,Bank Transfer,0,62,0
1040,12,63.699588566562085,2454.7229892430328,233.6936677239627,3,One Year,Bank Transfer,7,72,0
1041,20,79.35609353787859,2631.170160507698,142.7898081193182,7,One Year,Electronic,7,69,1
1042,5,27.308156202701497,1397.8660618520332,480.8057211272234,1,Two Year,Electronic,2,66,0
1043,37,82.2343264617246,6286.975304297208,156.42231400283407,2,One Year,Bank Transfer,8,52,1
1044,38,118.11778367622945,1067.7331095313148,49.02226905546991,7,Month-to-Month,Bank Transfer,7,58,1
1045,9,39.01076497837276,5115.762607309986,263.4085830252067,6,Two Year,Bank Transfer,2,22,0
1046,53,99.25951162883833,1078.383610975958,28.549539222588184,0,One Year,Credit Card,9,55,1
1047,44,110.78987937796194,657.2315369843568,55.27158315429026,0,Month-to-Month,Bank Transfer,4,21,1
1048,24,114.37015928202209,7284.493079118424,109.69469459812315,4,Month-to-Month,Bank Transfer,2,34,1
1049,30,116.01356044054472,1602.017253917775,232.17512494107083,0,One Year,Mailed Check,4,70,0
1050,59,72.14596387214719,6587.876221021664,216.62546615451396,1,One Year,Mailed Check,8,38,1
1051,14,117.73079079915037,4402.583881746373,399.84593100139557,4,One Year,Mailed Check,3,70,0
1052,9,95.73102071344388,715.0665049092798,369.7373269420567,7,One Year,Mailed Check,5,65,1
1053,40,36.16714362369619,7648.040712360733,213.15914699535065,0,One Year,Bank Transfer,2,48,1
1054,66,67.69001064679699,2050.993219235951,166.85210378781494,6,Two Year,Mailed Check,2,65,0
1055,25,91.8331175372004,6891.1982282855915,158.2343920307493,7,One Year,Credit Card,4,39,0
1056,22,44.73403158190833,1433.599045698057,386.9975436470045,2,Month-to-Month,Credit Card,7,28,1
1057,4,84.06151835488873,6846.148768920638,26.03620311063487,6,Two Year,Mailed Check,7,51,1
1058,26,86.66004790466192,204.5076219518225,6.410824755302913,5,Month-to-Month,Electronic,2,66,1
1059,58,36.26997438085659,4143.065606898897,397.772195963324,1,One Year,Credit Card,7,32,0
1060,29,76.50853124527563,6178.596377430299,238.57318799452466,2,Two Year,Credit Card,7,67,0
1061,37,97.16269109786077,7484.884588192988,65.44056927678798,2,One Year,Mailed Check,2,27,0
1062,70,69.8895664535942,7282.6968760312475,117.78296729725064,4,One Year,Mailed Check,9,55,1
1063,18,21.210311677610743,6575.036469426394,466.2519765486913,3,Month-to-Month,Bank Transfer,9,49,1
1064,42,20.903846907929218,7116.711662324302,429.751487812449,4,Month-to-Month,Credit Card,1,70,0
1065,41,55.702934397001215,1673.8355181129043,354.8925251119863,1,Month-to-Month,Mailed Check,9,65,1
1066,38,112.6194068431782,2345.0559361226574,241.11261516866327,1,One Year,Mailed Check,1,48,0
1067,34,42.86767796036088,2382.851346876362,260.1618130956929,4,One Year,Bank Transfer,8,54,1
1068,17,83.43636888716871,3078.7260549134207,487.6222676419793,3,One Year,Credit Card,6,61,1
1069,37,42.20758706933206,3207.233296042991,482.8852219421436,6,Month-to-Month,Mailed Check,5,45,0
1070,25,52.16699896595486,4401.987064771936,107.63452289291713,4,Month-to-Month,Bank Transfer,6,48,1
1071,27,104.8042089601484,1363.050130594887,405.5522831526591,1,One Year,Mailed Check,7,23,0
1072,57,92.88614422699469,5560.848643909316,98.6213330835084,3,Month-to-Month,Electronic,0,31,0
1073,31,29.539927731321065,1423.7756605056013,106.7687389419757,1,One Year,Electronic,7,40,0
1074,6,62.87020209864336,2551.4370086259255,338.0465170822884,3,One Year,Mailed Check,2,33,1
1075,40,22.916976364526448,4076.426531788617,202.5005492937742,3,One Year,Credit Card,2,42,0
1076,12,68.0890146603009,6391.880436035471,465.7722035532601,7,Month-to-Month,Electronic,5,56,0
1077,53,86.24340117010681,5941.806942585946,44.50486744800442,4,Two Year,Bank Transfer,3,19,1
1078,71,31.850262359815154,5199.7214156431255,255.76282040474652,4,Month-to-Month,Mailed Check,3,55,1
1079,10,48.888493890916564,1330.6087585833443,459.26076522156063,4,Two Year,Bank Transfer,3,58,1
1080,45,59.783662550215695,4421.658230363064,452.05683023975257,3,Month-to-Month,Electronic,9,56,0
1081,17,111.95310246560497,790.827364219095,78.26460670787061,3,Month-to-Month,Credit Card,8,51,0
1082,26,119.32550154229641,3081.169096693541,183.31885004822823,1,Two Year,Bank Transfer,7,68,0
1083,62,24.491129899561585,3366.780589290677,309.56070002334815,2,Month-to-Month,Electronic,2,57,0
1084,46,96.1007923495392,414.51037162145525,79.6974423857011,4,One Year,Electronic,0,60,1
1085,64,57.17240664023432,2264.5059858127775,484.01108602286934,7,Two Year,Electronic,0,42,1
1086,2,59.245818622948,7649.630791405266,457.37466436383016,5,Two Year,Bank Transfer,0,53,1
1087,54,95.42649733470228,7633.697601854547,83.4750895172346,1,Two Year,Electronic,3,33,1
1088,65,111.84264321454087,2883.3837285950603,60.57773063049271,1,Month-to-Month,Mailed Check,5,74,1
1089,51,115.09285945025483,440.49086069176,42.704241404132645,0,One Year,Electronic,3,35,0
1090,53,77.71225860383208,1514.8500206926342,454.7218320183156,4,Month-to-Month,Mailed Check,2,30,0
1091,36,55.71211593005028,3198.520568124967,96.8119048977304,6,Month-to-Month,Credit Card,7,54,1
1092,26,98.75490858587793,7587.459613956916,208.14246427217736,1,Two Year,Mailed Check,7,44,0
1093,29,45.100138326230024,1215.4726019437608,224.4256828260015,0,Month-to-Month,Credit Card,5,51,0
1094,21,76.40740288335178,6131.775164978877,299.50552210678376,5,One Year,Credit Card,8,28,1
1095,11,55.85784615248732,958.5920610600674,35.86767187371248,7,One Year,Mailed Check,9,18,1
1096,40,85.66310737078761,7851.934861391087,113.37930870025798,5,One Year,Credit Card,0,30,1
1097,11,44.03989128935069,3114.7703429621665,465.74519345946305,6,Two Year,Mailed Check,7,47,0
1098,36,39.159294573482576,6224.352857302542,454.20505363428475,4,Month-to-Month,Bank Transfer,5,22,0
1099,59,111.8239086675437,2806.469554207941,390.6453237028461,3,One Year,Credit Card,0,35,0
1100,39,30.180368294953688,5058.584129554589,9.700622809107717,0,Two Year,Mailed Check,3,31,1
1101,54,70.59579077349316,1616.9270694462903,163.50338424805105,3,Month-to-Month,Credit Card,4,30,1
1102,55,42.08527829630089,1253.566052446004,313.97936767145393,5,Month-to-Month,Electronic,6,49,1
1103,24,23.892996332566746,7510.706702588237,137.59510588673785,5,One Year,Mailed Check,7,24,0
1104,22,23.601881829142638,7349.413495445025,454.7933475268887,2,Month-to-Month,Electronic,8,25,0
1105,69,37.52217721058273,7111.00462768177,316.9447309162209,2,Month-to-Month,Credit Card,5,67,0
1106,56,106.67703545060003,5040.924256316089,35.9533586582228,7,Two Year,Credit Card,9,24,1
1107,33,48.24787439770267,6485.318868608598,454.50279441785153,6,One Year,Bank Transfer,8,69,1
1108,36,115.04591705752958,645.3918015998618,478.8833290881113,2,Two Year,Mailed Check,3,66,1
1109,20,78.16222929891936,2744.8334309363654,38.856209195862746,2,Two Year,Electronic,7,33,0
1110,62,63.66141897687661,2578.254685581534,266.18011743065745,6,One Year,Bank Transfer,2,60,0
1111,26,78.00888346694546,5121.598043425644,151.68214110708522,1,Month-to-Month,Credit Card,3,48,1
1112,66,71.66983852262678,2912.06641041806,196.41953824070117,2,Month-to-Month,Credit Card,9,68,1
1113,40,95.87762537573252,1273.2035749850784,89.82560897767094,1,Month-to-Month,Bank Transfer,3,44,1
1114,17,48.24960659728522,4812.089895766995,289.03605100620626,1,Two Year,Electronic,5,50,1
1115,1,55.30503916003024,6533.632973285744,478.9896766244453,4,Month-to-Month,Credit Card,8,70,0
1116,61,109.40943025332507,3118.775606233788,251.53630013580454,1,Month-to-Month,Credit Card,5,46,0
1117,43,114.64565131504055,1144.9228492780055,41.45729069724058,1,One Year,Mailed Check,0,25,1
1118,42,109.25582274864745,1653.8367587713021,310.0006667387042,2,Month-to-Month,Bank Transfer,4,50,1
1119,25,61.94479939573136,1976.1181108381336,170.1114972256285,1,Month-to-Month,Credit Card,8,58,0
1120,39,98.03655030068816,2469.190984656836,427.9625947956489,3,One Year,Electronic,4,36,0
1121,35,67.63357333010988,5178.081056999842,217.33907415823512,6,Month-to-Month,Mailed Check,5,38,0
1122,3,69.75398521461022,4847.46932784798,96.4198044711228,2,Month-to-Month,Bank Transfer,2,58,1
1123,44,40.46801090572839,5599.030906379609,95.55281134557248,6,Month-to-Month,Electronic,7,38,0
1124,51,79.11303032585164,2963.765677798954,384.3820903605802,0,One Year,Credit Card,9,42,1
1125,12,38.613589775334795,6609.581449851828,132.79379915367994,2,One Year,Bank Transfer,3,59,0
1126,19,53.15646990671938,1712.2925231305062,383.61669707961147,1,Month-to-Month,Bank Transfer,3,73,0
1127,44,105.50302016199352,3805.421905393416,102.9436553832997,3,One Year,Electronic,4,40,1
1128,59,40.70758092108552,6427.4159001773,160.8431843506547,6,Month-to-Month,Bank Transfer,9,28,1
1129,49,27.11582851734328,1523.253317087692,232.7434862198497,2,Two Year,Electronic,8,50,1
1130,61,26.900759261281628,967.9185985521852,471.59792484672533,3,Month-to-Month,Credit Card,7,37,0
1131,17,114.07845205031079,7081.103344735119,465.8657123769123,6,One Year,Mailed Check,6,42,1
1132,57,70.69204379618347,2809.1443357976477,103.4359377111439,0,Two Year,Electronic,4,43,0
1133,55,60.941207181701834,5502.573986781353,179.1095206215364,5,Two Year,Mailed Check,8,57,1
1134,47,101.08785810079185,300.253973685114,74.69969422688617,7,Month-to-Month,Bank Transfer,8,69,1
1135,12,103.5825927910516,5551.370418434652,254.99253965674856,7,Month-to-Month,Electronic,9,29,0
1136,62,53.21910331156046,2597.200361221067,230.29127534733328,0,One Year,Credit Card,9,49,0
1137,8,89.36180574737952,540.3527433407897,450.3800812253662,5,Month-to-Month,Electronic,1,50,1
1138,21,97.11228158518865,4917.520816230124,465.0026888955363,4,Two Year,Electronic,3,27,1
1139,70,85.46506868659546,2002.3501469780688,191.78369550364604,5,One Year,Electronic,7,21,1
1140,72,35.159507480009935,3155.7772122098518,245.8689715094947,4,One Year,Mailed Check,0,32,1
1141,25,107.5883083517057,736.5884170634574,448.11812457306655,2,Month-to-Month,Mailed Check,4,68,0
1142,12,73.90945527360087,1262.589683650068,403.35390387253074,4,One Year,Bank Transfer,7,23,1
1143,15,48.24724263700037,2454.0201604171657,1.8281556723246384,7,One Year,Bank Transfer,1,44,1
1144,59,62.52281854376939,809.1000544252414,160.02978209179125,7,Two Year,Bank Transfer,1,22,1
1145,26,23.75710903989074,7295.5274910218905,210.88712096806296,3,Month-to-Month,Bank Transfer,7,22,0
1146,26,32.786680122241755,147.7716411534295,114.85814184161586,4,Month-to-Month,Electronic,9,35,1
1147,47,96.55467505158609,3922.49572902806,99.78580794796937,3,Month-to-Month,Mailed Check,8,45,1
1148,32,20.001163475536615,1073.6549192471564,18.892253297839833,7,Month-to-Month,Mailed Check,6,52,1
1149,10,61.65658284822922,2530.6648068757936,321.68486253488027,6,One Year,Mailed Check,7,39,1
1150,16,72.25101810855884,7415.870522564297,131.25514524158282,6,Two Year,Mailed Check,4,51,1
1151,71,25.46344200009723,1377.386970864496,26.173589215656545,5,Month-to-Month,Bank Transfer,0,21,0
1152,17,117.30781629723329,7730.075325774827,115.48965526403182,5,Two Year,Electronic,3,35,0
1153,23,42.61253312496719,1725.7755782164315,400.9569764180633,5,Month-to-Month,Mailed Check,1,58,1
1154,26,50.41987196362808,5958.372256887954,425.7445908232733,4,Month-to-Month,Credit Card,2,68,1
1155,7,50.39425122550273,4418.750392688763,241.53312259665134,5,Month-to-Month,Electronic,2,43,1
1156,14,43.04166621173499,7087.3819480143975,208.03533520434308,4,Month-to-Month,Credit Card,8,59,1
1157,7,20.147382208631143,4476.546718474734,488.9268467508909,4,Two Year,Electronic,9,39,0
1158,9,92.93447940879963,4323.017831334839,100.28232979403495,1,Month-to-Month,Electronic,3,64,1
1159,48,116.68454997992853,1644.118202910359,107.67964142730423,1,One Year,Electronic,1,50,0
1160,72,42.4293483285045,1413.2119602081038,145.93358851819988,4,Month-to-Month,Credit Card,2,60,0
1161,59,86.30471918034225,7340.264293812562,86.37865914054366,6,Two Year,Mailed Check,2,31,0
1162,39,94.18963269587151,2689.921770915269,189.6827991020933,3,Month-to-Month,Mailed Check,6,48,0
1163,18,104.84253790905247,3039.449814206878,455.4171134948769,7,Month-to-Month,Credit Card,7,27,1
1164,59,62.262919701360914,6102.606901584269,307.67392031428716,7,Month-to-Month,Mailed Check,5,68,1
1165,17,50.29309056404293,2776.7055111401783,205.97327430613183,2,Month-to-Month,Bank Transfer,3,41,0
1166,14,52.52951340230311,7621.293328448121,467.2053972856074,0,Month-to-Month,Mailed Check,5,38,0
1167,31,91.26213330985128,5929.629375090522,24.23211623791116,1,Two Year,Bank Transfer,0,65,0
1168,24,101.6779466505636,4819.691016330018,105.13808895093068,4,One Year,Bank Transfer,9,25,1
1169,60,38.161396775660265,7059.071768303545,282.9443025508795,0,One Year,Bank Transfer,7,49,0
1170,45,57.09410081577652,491.88667596091375,307.7763115965896,1,One Year,Credit Card,0,48,0
1171,3,110.19401967491501,2130.795268294749,19.77875328130657,2,Month-to-Month,Mailed Check,4,51,1
1172,37,100.66935196947392,3773.7870403451884,201.51937895356608,7,Month-to-Month,Mailed Check,1,40,1
1173,43,118.48584027624759,1893.130461825016,324.57698241543636,3,Two Year,Credit Card,5,42,0
1174,40,95.42482596820807,5976.850979687,349.0352732017008,4,Two Year,Credit Card,8,24,1
1175,55,59.319520102792225,7361.743445324429,319.06995125813467,2,Two Year,Mailed Check,4,36,0
1176,39,79.06378339946377,3447.783947454295,160.28161218046228,7,Two Year,Credit Card,3,24,1
1177,15,86.10142542473203,2802.84754088397,46.76006179895475,6,Month-to-Month,Credit Card,1,64,1
1178,4,27.845581631712395,7696.250783886773,213.55622320966705,1,Month-to-Month,Bank Transfer,2,25,1
1179,25,74.44969591038651,3614.3342193375724,64.37721868402774,4,Month-to-Month,Credit Card,5,31,1
1180,13,90.93208284726096,3963.4823635493376,473.8118292603335,0,Month-to-Month,Bank Transfer,7,18,1
1181,33,36.73213040010604,2878.0339915010522,237.58543301131414,6,Month-to-Month,Electronic,7,30,1
1182,16,98.06317174255571,7285.4329367958935,158.62958717843378,7,Month-to-Month,Bank Transfer,4,20,0
1183,42,78.37727805141117,4594.748317926621,383.15203555945004,6,One Year,Bank Transfer,4,70,1
1184,66,115.22217856975946,6121.179238734992,248.97429629113194,5,Two Year,Credit Card,9,45,1
1185,55,24.242229820689168,6513.273074972002,155.01701200622503,3,One Year,Mailed Check,2,55,1
1186,42,46.5326137555467,2800.6074311463394,405.98387119540087,7,Two Year,Electronic,6,68,0
1187,34,80.15538792998241,3526.1852174310025,433.576075500561,6,Month-to-Month,Electronic,5,32,1
1188,30,49.655991220593066,6802.92701780949,336.5040831443385,1,Month-to-Month,Electronic,0,53,0
1189,13,91.44241640712423,2969.717278238901,23.482211203833646,3,One Year,Mailed Check,3,70,1
1190,13,95.9005282521931,6372.087554269625,283.16144008326603,4,Month-to-Month,Electronic,5,20,1
1191,18,30.251596406647444,7533.839348338053,381.6474559986408,5,Month-to-Month,Electronic,5,21,0
1192,32,71.38544642067677,5023.361947237255,68.25150604179109,7,Month-to-Month,Mailed Check,2,22,1
1193,39,70.88905555910559,5958.855570869922,114.33537569230168,2,Month-to-Month,Electronic,5,67,0
1194,46,56.92807702155411,6460.268765124965,441.24755253406823,3,One Year,Credit Card,9,43,1
1195,29,113.29248625696721,6775.813226283476,10.060860926537018,0,Month-to-Month,Credit Card,5,42,1
1196,62,102.75063198732212,3220.9213690686884,376.363568912988,1,One Year,Bank Transfer,8,27,0
1197,62,89.72093819096368,504.9813274903856,236.88664625721145,7,One Year,Bank Transfer,8,25,1
1198,57,91.43266357349975,3274.8225427702423,223.38607941980342,0,Month-to-Month,Bank Transfer,1,29,0
1199,16,66.17161438131191,5422.674215294309,3.5482662474435878,3,Month-to-Month,Credit Card,3,71,0
1200,56,112.09945210965759,3657.768047668263,409.6991154832464,7,Month-to-Month,Credit Card,8,20,1
1201,10,89.45954272532853,6016.808891797148,179.91245031828325,5,Month-to-Month,Credit Card,3,44,1
1202,30,92.89810616558164,2920.1611928024445,270.3828156502714,2,One Year,Bank Transfer,7,67,1
1203,25,106.16909037873452,5114.478714721833,338.6503431678297,2,One Year,Bank Transfer,9,40,0
1204,5,47.4071589342191,1572.7164583463991,351.3147882189579,0,One Year,Bank Transfer,2,57,0
1205,65,100.7070903866703,6020.018549495159,477.99002941303615,4,Month-to-Month,Bank Transfer,2,50,1
1206,49,39.52406029564921,4410.998153622904,265.66997661830453,4,One Year,Bank Transfer,8,31,1
1207,3,54.53419522448878,1712.1086695181446,199.8597754872138,5,One Year,Bank Transfer,9,71,1
1208,45,53.56104542698427,2406.098270632677,476.851813245854,2,Month-to-Month,Credit Card,7,40,0
1209,14,117.85254683891405,6014.008797796476,321.05511751276055,0,One Year,Mailed Check,0,48,0
1210,30,105.65372237479268,3912.5497617260135,149.0751781382778,0,Month-to-Month,Mailed Check,9,30,1
1211,68,90.11698615902597,1806.6483791052704,63.23212270178558,7,One Year,Bank Transfer,1,74,1
1212,18,92.70567616153902,7741.442403925351,421.27725073259063,7,One Year,Mailed Check,2,29,1
1213,62,76.20727944025711,5749.487656553414,181.09080139707578,0,Month-to-Month,Mailed Check,1,52,0
1214,37,114.70906671085191,7661.365177064389,330.2348606822156,7,One Year,Credit Card,2,35,0
1215,25,69.62587528823616,3474.1298583467114,235.40820968294906,3,Month-to-Month,Bank Transfer,7,38,1
1216,48,58.05177098698945,3853.292691464592,99.46488989751917,7,Month-to-Month,Bank Transfer,5,62,0
1217,65,36.303533693159096,7193.846207861651,300.84330431023255,5,Two Year,Mailed Check,6,64,0
1218,53,98.6205652261058,4247.889787938539,30.34153447534116,4,Two Year,Bank Transfer,9,59,1
1219,15,93.44439320755914,5687.503404054771,206.6712299355961,4,Month-to-Month,Bank Transfer,9,18,1
1220,49,58.43550385241349,2092.1657322146866,273.30746983183553,3,Month-to-Month,Bank Transfer,5,55,1
1221,68,22.519341395922936,3629.1391027508603,218.02348705928952,1,Month-to-Month,Bank Transfer,0,58,0
1222,12,103.89973277180107,1075.2539399018053,374.3360876254954,3,Month-to-Month,Mailed Check,2,59,1
1223,59,21.141798345407363,1727.2422834279973,413.9624772726562,5,Two Year,Electronic,0,64,0
1224,37,90.3699779629051,107.4529806142856,385.621537016589,0,Two Year,Mailed Check,9,26,0
1225,61,117.02571097260571,410.1939080244158,19.406473905901056,3,One Year,Credit Card,8,40,1
1226,43,63.766132814820345,7820.542203097742,97.0643852229861,0,Month-to-Month,Electronic,8,31,1
1227,70,43.497340499595275,2014.5941915804221,268.30375463188716,5,One Year,Electronic,4,28,0
1228,39,90.48710100433817,5340.154605081615,467.4110202219006,6,Month-to-Month,Electronic,3,24,1
1229,56,101.71281420155852,6728.887620516931,417.47838752605844,5,Two Year,Mailed Check,8,48,1
1230,63,74.64303160778474,4450.217627968857,421.2672541759008,2,Two Year,Credit Card,8,41,0
1231,46,116.70352752561462,1309.8415506632539,151.60409687983744,0,One Year,Mailed Check,2,43,1
1232,11,25.16687216579611,5852.119854955715,214.72394853935128,4,Month-to-Month,Credit Card,4,47,1
1233,62,70.47955983045281,4841.986139786706,235.3529736579687,3,Month-to-Month,Mailed Check,2,51,0
1234,25,91.845394732255,5876.879655844263,78.68579167495521,6,Month-to-Month,Mailed Check,9,63,1
1235,71,106.2640471149179,6180.998320570989,15.534065122228158,5,Two Year,Mailed Check,1,55,0
1236,52,37.92556119077901,7805.741904709486,473.45144973025845,0,Month-to-Month,Electronic,0,22,0
1237,4,100.00034817636814,4631.149912211009,120.35629283175336,6,Month-to-Month,Mailed Check,9,22,1
1238,59,75.27070757185453,2798.9647902557545,119.97445186181565,1,Month-to-Month,Credit Card,1,36,1
1239,72,59.65536819899632,5222.869999511873,41.68952688437977,2,Two Year,Credit Card,7,68,1
1240,20,33.17150285790936,640.6816030167464,464.2538759718893,1,Month-to-Month,Credit Card,7,55,0
1241,63,106.52957589089124,7189.438814740532,289.868557469886,5,Two Year,Electronic,2,45,0
1242,54,35.72732081797153,1043.1099895717546,333.51842856267695,1,Two Year,Mailed Check,6,43,0
1243,57,50.97878592090993,2689.958419297964,455.78844363152626,1,Two Year,Mailed Check,6,59,1
1244,41,49.00455319624369,6544.388506946355,172.81008445039475,2,Month-to-Month,Bank Transfer,1,40,0
1245,3,107.14140341908544,4818.767788812624,310.75365556904205,2,Month-to-Month,Electronic,8,63,1
1246,6,87.2702994208898,3209.7206101917923,19.39972736444373,7,Month-to-Month,Credit Card,2,66,1
1247,5,99.66813971913723,3840.141709062669,93.38626411556467,2,Month-to-Month,Credit Card,1,47,0
1248,5,45.0467898792499,6850.924406297225,415.6229025449712,6,Month-to-Month,Mailed Check,2,20,1
1249,54,82.48740996069989,2786.034649873148,383.38417816916785,7,One Year,Credit Card,1,45,0
1250,47,77.17459831437486,6970.232510016153,175.32134572857345,2,Month-to-Month,Mailed Check,7,50,1
1251,49,103.28303767882711,796.2620047158628,188.40531388710625,1,Two Year,Mailed Check,4,59,0
1252,9,110.60870604812605,6236.707653948183,266.7772167767897,4,Month-to-Month,Bank Transfer,2,20,0
1253,20,21.21567714773868,6795.626301132417,0.12050234256727466,4,One Year,Electronic,4,22,1
1254,61,87.40199190587927,1536.359457414976,120.62216801901393,7,One Year,Mailed Check,7,74,0
1255,35,25.183579911972902,3499.7376057403835,104.11590430410722,2,One Year,Mailed Check,6,36,1
1256,50,74.88586650773559,1407.4482198428793,125.24147337488174,6,Two Year,Mailed Check,5,59,0
1257,62,48.763272904367824,5682.17261905432,402.95292126672064,3,One Year,Bank Transfer,0,74,1
1258,17,50.67765995221412,4329.247367687089,139.8369282732216,0,Two Year,Mailed Check,9,65,0
1259,3,55.29585034523566,5119.054438995736,95.76066102507409,5,Month-to-Month,Electronic,0,18,1
1260,32,82.12924490496101,1652.247038954068,252.13173039651576,6,One Year,Electronic,0,55,1
1261,13,53.40499656687692,1772.7923102141142,432.822518186366,3,Month-to-Month,Credit Card,9,26,0
1262,68,93.26990505902803,427.8288715282603,120.67485191874994,5,Month-to-Month,Electronic,7,22,1
1263,14,60.45273855738697,2644.3335280462647,39.268121396399344,3,Month-to-Month,Credit Card,7,63,1
1264,11,26.83532003099586,4521.982824536032,178.20236792483234,3,Month-to-Month,Electronic,6,59,0
1265,56,98.37598424841073,6877.685820578898,373.8259122824889,7,Month-to-Month,Credit Card,5,51,1
1266,67,48.5758324592706,5368.726834923577,275.3452723473973,4,Month-to-Month,Mailed Check,3,54,0
1267,29,63.276687959926264,3539.630954858036,408.39668478717374,0,Month-to-Month,Bank Transfer,0,50,1
1268,9,88.54438832219016,7629.648903713689,479.796073804617,3,Two Year,Bank Transfer,8,42,0
1269,67,53.2456157148712,5782.037084549072,396.33123837580854,2,Month-to-Month,Bank Transfer,0,59,1
1270,25,25.658565614671563,7448.305102614145,301.9015394218767,5,One Year,Mailed Check,3,46,0
1271,42,57.39210470128136,4267.9449888501085,246.67079402619024,6,Month-to-Month,Bank Transfer,2,42,0
1272,9,114.44485826943034,2145.343770865803,20.034543174133333,4,Two Year,Electronic,6,71,1
1273,40,84.17343972985582,517.3308222813037,492.1609894070206,5,Two Year,Credit Card,4,26,1
1274,25,87.1479148667207,5836.070326722419,191.74056128752127,7,One Year,Mailed Check,4,20,0
1275,5,83.22821536376398,1058.2936842437196,76.1141069584334,2,One Year,Bank Transfer,3,32,1
1276,11,39.899213895943674,2491.923513348541,333.3544276982284,2,Month-to-Month,Electronic,0,21,0
1277,59,61.833386410228016,4306.52017228279,142.14414454772967,3,Two Year,Electronic,4,62,1
1278,38,95.09397983633183,4558.891043460007,292.8891354655238,2,Two Year,Mailed Check,3,55,0
1279,72,30.137289755315916,4844.607256198375,293.38395392229563,0,Two Year,Mailed Check,9,37,0
1280,5,47.78527760897123,1413.417109762635,222.86491045143458,7,One Year,Bank Transfer,7,66,1
1281,48,47.63191084658536,3099.925498091025,418.0593077725213,2,Month-to-Month,Credit Card,1,40,0
1282,18,63.2018927594506,4975.834394224037,132.4835307777215,3,Two Year,Bank Transfer,7,54,1
1283,70,118.0368740942185,7761.569030606899,224.3162958088671,5,Month-to-Month,Bank Transfer,0,64,1
1284,37,26.750254668382194,5848.28598782754,268.84606429548575,7,One Year,Mailed Check,3,25,1
1285,60,71.8700994380595,7388.569681042267,331.81236038364983,2,Month-to-Month,Bank Transfer,2,74,0
1286,48,37.93646820122105,6121.475260681998,391.98592525279474,4,Two Year,Bank Transfer,4,54,0
1287,28,117.06765454097442,4774.564054249963,197.40364143912802,7,Month-to-Month,Credit Card,4,73,1
1288,69,31.33035047274642,1616.984616177122,323.023472048298,7,Month-to-Month,Electronic,4,62,1
1289,40,60.36010023615913,5366.816649950853,75.30547653425957,6,One Year,Electronic,3,50,0
1290,45,93.78849848346061,5024.698571083266,466.3240502712393,4,One Year,Credit Card,7,50,0
1291,62,90.45544280274453,4859.506446612405,191.52940321050178,4,One Year,Electronic,2,24,1
1292,58,62.272863689393226,3969.308357107102,364.7607109882192,5,Month-to-Month,Bank Transfer,3,39,1
1293,67,54.652416795271826,4276.387171515277,10.170540941088824,1,Month-to-Month,Credit Card,0,22,0
1294,56,59.76123785528706,2742.095964233022,102.5935714524035,6,One Year,Credit Card,6,63,0
1295,40,46.42762631586393,4202.570271874195,243.541272161789,4,Two Year,Mailed Check,0,32,0
1296,40,40.533293870679984,1660.6916548599781,439.12623386617327,4,Two Year,Electronic,1,38,0
1297,33,68.303969755889,6460.877739146977,263.6275749753386,1,Month-to-Month,Mailed Check,6,42,1
1298,6,46.853375606760736,1567.6379421197917,464.9352411469395,5,Two Year,Bank Transfer,0,34,0
1299,19,48.74616648972501,771.2336901267847,241.89844829139818,6,Month-to-Month,Credit Card,2,73,1
1300,40,85.67560634745571,3546.343608221543,245.22454836797496,4,One Year,Bank Transfer,5,67,1
1301,59,116.85373316998923,5300.628772097889,59.873394250265946,3,Month-to-Month,Electronic,5,24,1
1302,59,80.3637200559375,3557.962916974977,401.3281220761099,5,Month-to-Month,Mailed Check,5,71,1
1303,48,27.69794670649663,2286.357642415338,123.48270623353125,6,One Year,Electronic,1,67,0
1304,41,27.558361385406698,4509.552352734482,449.8062446861575,4,One Year,Bank Transfer,1,36,0
